,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
5689,C5690,公司10,1010025,11,53,10.08654316,143,0.706455295,1,13,150,6.639386757,71,0.065959947,9,59,13.54974527,15.93322186,95,27.08776648,31,83.67913771,5,2.108027458,,5,56,14.84934113,0,91.77374922,1.058378461,45.63424875,2,1,34,17.60585464,1,10,4,3,3,71,50.02759376,J0104,J0042,  ,  
5690,C5691,公司8,646416,2,10,9.63115958,14,0.637454824,1,9,59,14.45735952,9,0.726909873,3,33,10.05047401,32.43107732,33,21.20716683,10,43.46609933,2,7.96138518,,22,48,14.45693126,0,28.85025454,19.1568274,34.5836629,3,1,63,17.13533217,1,3,5,6,8,34,83.28000842,  ,  ,  ,  
5691,C5692,公司2,40401,2,41,17.27269254,119,0.042928346,1,12,114,16.64265135,25,0.123094147,9,64,11.57309858,21.50923913,91,12.7828752,,75.91017834,8,14.78352649,,94,69,19.7614387,0,43.03452294,2.323385309,73.30310725,2,1,65,12.03123383,1,2,2,9,58,83,42.28105442,  ,  ,  ,  
5692,C5693,公司18,3272481,8,37,10.89350094,22,0.286326194,1,13,85,5.387488606,18,0.83064429,6,59,3.254873208,30.25334086,55,29.00247659,96,72.28866084,9,19.35646542,,59,20,2.479845118,0,65.13988958,13.13681309,27.54782439,2,1,49,17.97135818,1,10,4,9,37,29,75.21809488,J0171,  ,  ,  
5693,C5694,公司8,646416,9,31,19.82380956,46,0.675898891,1,4,124,21.50001436,29,0.65019777,9,15,6.356652978,14.10207239,58,20.80634435,8,73.57320354,11,9.567866538,,74,48,5.426016186,0,35.10147293,15.05671247,16.45298079,1,1,58,17.41210737,1,8,3,12,7,90,40.8471706,  ,  ,  ,  
5694,C5695,公司8,646416,7,64,31.39700888,26,0.576292114,1,11,59,33.22756223,55,0.348498273,8,64,5.102271244,4.528152462,47,6.145277891,32,43.55674645,2,11.36158765,,21,71,6.33577866,0,21.335495,5.229355629,86.40328913,1,1,6,19.05011838,1,12,4,8,35,53,55.12746832,  ,  ,  ,  
5695,C5696,公司13,1705636,5,5,22.88102356,37,0.289434793,1,17,89,6.612100062,32,0.762192326,8,4,15.47361727,32.20230895,77,33.01033906,69,43.95655482,8,19.92990746,,71,68,19.21852618,0,40.7755681,1.971731406,28.28446174,4,1,8,12.02691105,1,4,1,2,70,13,26.99811254,  ,  ,  ,  
5696,C5697,公司5,252004,1,45,9.074784058,87,0.411154099,1,10,1,0.760316266,2,0.943991764,9,2,13.94597202,17.33056982,43,19.77814875,51,90.16501468,13,10.89670803,,91,54,0.970953216,0,12.94945362,9.905665891,63.71922151,1,1,50,19.40788069,1,2,4,3,11,58,47.6063849,  ,  ,  ,  
5697,C5698,公司9,817216,4,68,4.937718639,170,0.789560768,1,8,34,11.35682223,57,0.598034417,7,46,12.55078367,24.23649918,60,0.514104019,1,9.835518566,4,13.19277329,,66,24,13.91689732,0,46.25915316,1.923116197,69.21072204,4,1,55,16.02077425,1,7,7,8,9,51,48.78180568,J0084,J0185,  ,  
5698,C5699,公司19,3644281,10,60,26.1533916,61,0.856946955,1,12,136,30.75953176,50,0.292249511,10,6,11.59720674,29.15280189,78,16.70367644,37,19.16891946,1,17.06302217,,74,18,13.24043369,0,72.46999945,7.025046643,48.54936814,3,1,48,19.24177424,1,4,7,5,66,26,73.44766652,J0034,  ,  ,  
5699,C5700,公司12,1454436,10,54,18.47536771,179,0.932388218,1,9,50,33.1034979,4,0.565319745,1,17,12.86077046,20.47527037,87,3.079438177,21,13.32027675,15,14.43638984,,12,19,11.13817254,0,36.80300973,0.793329514,81.9966918,5,1,70,10.22839879,1,3,3,9,50,52,74.11506795,J0161,J0178,  ,  
5700,C5701,公司5,252004,11,19,1.67307736,16,0.400041445,1,14,42,33.65094265,51,0.09339405,8,31,0.518761041,26.43038842,8,13.04356596,83,62.21870083,12,11.05054849,,45,28,14.40910988,0,30.51340689,17.57943409,41.91924097,2,1,12,18.75646165,1,8,7,7,24,34,2.986852661,  ,  ,  ,  
5701,C5702,公司20,4040100,8,18,25.18990471,70,0.228938869,1,12,22,29.37942909,62,0.777260468,10,25,8.013466886,29.24281404,27,16.41882044,11,75.48593003,13,12.5458017,,6,3,13.10087358,0,36.89852832,1.496205233,15.52596645,5,1,11,6.848623123,1,11,4,3,64,1,64.51855852,  ,  ,  ,  
5702,C5703,公司2,40401,12,31,30.21176346,38,0.551025929,1,6,106,0.800180127,4,0.722893001,10,10,12.14172517,5.75201526,48,6.143897206,35,50.15041514,4,3.749565162,,24,6,0.007230501,0,15.10142927,11.10606705,47.70935834,2,1,2,3.333147458,1,1,6,8,91,46,25.45277137,J0118,J0189,J0026,  
5703,C5704,公司11,1221025,6,14,8.334019296,172,0.595162458,1,7,86,9.092304791,37,0.067606407,4,57,3.358762261,8.659214216,83,21.26281086,84,45.02385257,13,18.65368746,,62,41,6.493378231,0,25.71007563,8.181196523,34.49662234,5,1,33,9.965538235,1,3,6,10,23,56,69.57299976,J0018,J0121,  ,  
5704,C5705,公司15,2271049,1,60,22.06164134,113,0.567181023,1,6,97,,45,0.720827116,9,69,18.5875138,19.48181614,41,8.399989294,61,80.35061082,2,8.798829312,,79,44,16.58059699,0,84.54301324,13.12840687,52.13375373,5,1,19,9.979175806,1,2,1,8,34,7,42.93808048,J0047,  ,  ,  
5705,C5706,公司7,494209,4,19,26.0335595,145,0.500999748,1,7,184,30.35356255,53,0.741223639,3,38,3.522059432,19.56730696,31,18.24102856,89,87.6897904,13,2.114312823,,69,6,5.588278647,0,16.34767085,6.682273815,45.52633313,4,1,23,16.34092699,1,6,3,8,47,47,76.80458894,  ,  ,  ,  
5706,C5707,公司6,363609,10,5,21.00999004,141,0.898113883,1,2,22,6.245602244,12,0.928716111,2,51,16.23732762,25.18317487,95,8.906390525,80,15.42530804,12,5.794011073,,47,53,14.5629166,0,64.75401352,10.61562349,80.06212174,3,1,29,0.696400606,1,10,1,1,94,89,5.099583834,  ,  ,  ,  
5707,C5708,公司9,817216,6,67,12.93949449,101,0.068618436,-999999999,14,195,24.52586078,8,0.404047756,3,56,4.068347709,,79,16.35319972,45,37.67733619,16,6.764750754,11.59975227,44,45,10.82179541,0,83.97085559,13.11876258,24.93781557,3,1,90,13.72048745,1,7,1,5,31,53,4.9981644,J0111,  ,  ,  
5708,C5709,公司20,4040100,10,8,32.54685846,26,0.842616422,1,15,59,3.226325574,38,0.018831592,5,2,4.126409114,30.19638092,49,8.596620974,27,18.19920377,4,0.577291748,,91,65,11.74703166,0,35.71337757,16.21262065,54.08560091,1,1,45,7.131069623,1,4,2,3,22,65,60.71008336,J0182,  ,  ,  
5709,C5710,公司18,3272481,3,49,2.2458791,107,0.947608931,1,2,50,17.6635008,46,0.88548555,9,50,4.797969865,7.310824218,64,22.87142641,1,6.449163726,8,16.76126174,,89,7,13.60365779,0,14.84914755,11.64993057,32.25950419,4,1,61,14.0682007,1,7,6,5,24,66,41.24753033,  ,  ,  ,  
5710,C5711,公司1,10000,12,70,7.289888395,30,0.800158747,1,10,174,10.07515449,53,,12,55,18.79595797,0.724571023,67,26.54905266,14,71.47427586,5,8.565385159,,44,11,6.96846196,0,29.05982177,4.90389446,7.271705633,3,1,91,0.135969829,1,2,3,9,34,72,41.76346895,J0024,  ,  ,  
5711,C5712,公司20,4040100,8,13,12.76797989,137,0.437483597,1,5,84,32.94686013,15,0.865495581,2,1,11.36909729,3.543750004,45,17.41673649,79,89.343509,5,6.593839486,,1,67,11.35758117,0,30.98676326,16.73050658,48.81844942,1,1,59,8.773087668,1,5,4,6,14,95,79.709449,  ,  ,  ,  
5712,C5713,公司8,646416,3,68,26.86069385,152,0.172888051,1,9,152,18.30849559,58,0.919325996,6,9,4.772000398,25.45060818,14,18.4196405,20,62.60562874,16,13.93416682,,14,1,0.606977538,0,23.15529967,7.556226679,81.49453917,3,1,35,8.937584784,1,9,7,6,94,62,13.36140809,  ,  ,  ,  
5713,C5714,公司11,1221025,4,34,15.04577531,27,0.164639512,1,3,85,3.895056263,49,0.785895233,11,7,15.93566137,2.212218087,87,28.45518946,40,23.40941597,5,9.002402611,,36,18,8.424290239,0,52.76440797,8.111593048,76.73065269,5,1,80,16.23383637,1,5,4,4,35,90,75.76451881,  ,  ,  ,  
5714,C5715,公司3,90601,5,22,5.470458582,186,0.437031088,1,14,37,18.09646772,50,0.86232944,8,5,14.78041193,14.74557225,33,5.946191551,17,16.73400595,5,0.365913965,,64,32,17.23901372,0,34.88797089,0.521306329,68.70529596,1,1,76,13.35239045,1,10,1,10,68,59,66.69058998,  ,  ,  ,  
5715,C5716,公司12,1454436,4,8,3.858048511,66,0.178178166,1,,89,32.52864242,55,0.147127167,9,26,10.19628352,16.29159884,94,15.86028303,72,65.67086494,13,3.92538477,,89,52,4.128588931,0,78.83954375,12.05849475,12.56246959,1,1,66,12.10219555,1,9,3,2,50,10,74.39246191,  ,  ,  ,  
5716,C5717,公司5,252004,12,1,5.887289808,11,0.366123856,1,5,169,11.7237562,52,0.408245931,10,31,12.14018071,33.16978857,20,21.57850208,59,50.67184099,12,7.53327158,,51,24,14.19838883,0,58.15584288,2.027731398,0.346850032,4,1,73,3.736800815,1,4,4,3,70,53,88.08053723,  ,  ,  ,  
5717,C5718,公司15,2271049,1,54,7.927247543,137,0.555919156,1,3,33,13.69628043,34,0.778929923,6,68,4.520594573,31.59995525,66,9.872398598,64,5.928876126,4,11.57454169,,1,39,17.59590876,0,83.6723936,9.02201138,86.04712261,,1,4,5.241041039,1,9,7,3,88,47,30.93840018,  ,  ,  ,  
5718,C5719,公司7,494209,11,47,9.639661554,49,0.771643742,1,11,127,31.67637075,35,0.542703549,3,2,12.21797118,13.02130276,18,10.04681436,67,38.00482355,6,18.24072292,,77,9,8.265239095,0,22.74347651,2.819332404,49.28912944,1,1,80,18.53378113,1,8,6,7,15,91,32.30987359,  ,  ,  ,  
5719,C5720,公司7,494209,3,28,25.26179534,39,0.50907102,1,13,65,7.601921137,41,0.571120358,8,54,15.81896266,6.294586475,2,14.35647517,38,17.3163965,7,4.300060624,,8,2,10.91811957,0,5.013047939,13.64893035,3.91897601,4,1,51,6.070434843,1,7,2,2,78,95,59.07198235,  ,  ,  ,  
5720,C5721,公司1,10000,3,9,12.04279386,103,0.517549735,1,13,149,22.70047853,7,0.389668059,,52,17.73625412,26.28774098,63,16.09920172,75,86.44492478,8,5.676037818,,2,34,17.74855934,0,56.29659402,10.18958074,58.09660273,2,1,60,2.678472916,1,5,5,3,40,74,7.564356153,  ,  ,  ,  
5721,C5722,公司6,363609,11,39,18.47899251,43,0.779197007,,14,28,5.673420384,22,0.7618861,2,45,19.9880359,28.58839571,81,33.53603822,91,3.784057842,15,7.056047556,,11,41,8.431395518,0,83.4541579,15.6310401,27.68157985,3,1,61,15.59193154,1,12,7,3,96,84,37.61641067,  ,  ,  ,  
5722,C5723,公司19,3644281,11,26,29.98114138,155,0.180232098,1,8,180,28.11201054,68,0.626117263,6,30,11.13340318,22.93848878,60,31.46695583,22,3.147436063,10,18.27513218,,37,30,11.31609583,0,6.473503633,3.822893279,6.836521532,1,1,41,7.698545406,1,1,1,8,46,25,29.84364578,  ,  ,  ,  
5723,C5724,公司6,363609,9,2,22.44259897,28,1.33E-05,1,17,101,11.43476602,60,0.496821089,4,59,8.143428237,25.25390676,87,32.00768252,66,20.50073741,18,11.46223144,,17,26,6.372942399,0,51.05562811,2.313995762,3.623043803,,1,16,14.80647836,1,11,4,7,35,13,91.35476222,J0149,J0155,J0148,  
5724,C5725,公司19,3644281,7,1,2.597427239,37,0.894415344,1,18,126,31.38139959,53,0.960285408,8,12,7.97779879,22.96423634,7,13.22186651,80,15.84628549,8,14.77755793,,33,14,1.610934035,0,49.44039078,7.307796875,82.06004123,1,1,57,17.85659526,1,6,6,8,15,87,56.93676185,J0159,  ,  ,  
5725,C5726,公司19,3644281,2,,6.027384342,125,0.47585339,1,13,177,0.430249495,34,0.861080634,7,22,10.88124886,16.25181965,59,26.20254742,77,86.60027313,12,17.32678593,,48,56,7.719174052,0,26.5412585,0.983256522,77.23313589,4,1,94,10.37960429,1,10,7,9,48,10,32.46638336,  ,  ,  ,  
5726,C5727,公司16,2585664,12,10,22.16139912,102,0.918298185,1,17,36,16.64324482,4,0.094520656,5,50,15.88112035,13.23629046,92,23.91295779,18,57.27394561,1,4.002838312,,11,8,9.177703642,0,45.20518701,1.349989245,85.81334492,5,1,87,7.692121721,1,11,3,5,25,17,53.27722502,J0015,  ,  ,  
5727,C5728,公司2,40401,4,5,31.45409212,88,0.873826013,1,4,105,25.09666391,18,0.752794437,12,45,4.488415599,2.245116422,42,6.998026751,6,90.06374601,3,2.635470939,,83,70,15.88816637,0,77.91446535,14.52641756,37.88785646,5,1,65,15.65719719,1,2,4,9,43,83,10.53677899,  ,  ,  ,  
5728,C5729,公司4,161604,12,44,26.88139003,9,0.6847214,1,13,83,11.93897238,32,0.484515179,12,16,2.272818825,9.906691081,91,23.6274611,25,3.264511888,10,6.411368337,,42,47,7.719357887,0,34.35194207,0.818769955,11.72086624,3,1,3,13.15040779,1,7,3,8,58,62,46.01859675,J0056,  ,  ,  
5729,C5730,公司17,2917264,1,46,28.29682108,170,0.719566499,1,10,33,17.99456385,25,0.713011392,7,14,0.814158874,23.13583281,12,24.90047482,64,61.25435791,6,8.334695024,,54,20,10.58908999,0,47.44485584,9.184720155,7.466580221,1,1,30,9.104661718,1,1,2,9,91,82,88.04070053,J0122,J0032,J0199,  
5730,C5731,公司19,3644281,12,52,17.14120011,21,0.629121899,1,6,201,8.525049687,31,0.534121054,11,69,8.740354789,,25,19.02934312,79,14.49536359,5,16.84982323,,72,32,10.32950604,0,37.49546546,2.687260112,15.96324416,3,1,95,15.77929883,1,1,7,3,85,71,56.627233,  ,  ,  ,  
5731,C5732,公司8,646416,8,60,33.91886838,180,0.055461231,1,12,111,19.73147228,51,0.026099732,6,25,10.08506993,8.168343307,22,5.191077525,40,74.23635156,7,1.946627348,,54,45,11.12173406,0,3.84833678,15.63513217,26.33234445,1,1,95,15.14526644,1,2,6,11,38,30,29.22680781,  ,  ,  ,  
5732,C5733,公司18,3272481,2,27,23.35117383,108,0.02735372,1,5,107,24.76264161,68,0.225705247,2,32,10.39143023,14.91023318,65,33.65160675,46,80.96825154,18,10.66204564,,67,71,19.8840112,0,33.94890764,16.49609466,57.34975469,4,1,87,8.976822299,1,8,7,8,68,21,78.39274762,J0141,  ,  ,  
5733,C5734,公司17,2917264,10,50,25.08370795,57,0.950021784,1,18,90,2.34580398,25,0.739819962,9,19,18.99547883,27.56783116,27,27.74638272,49,25.13157647,8,3.976505746,,1,,8.182089053,0,33.65904452,16.40370543,67.49042982,2,1,61,16.62699883,1,12,5,10,90,82,11.96967736,J0175,  ,  ,  
5734,C5735,公司12,1454436,8,70,9.980201827,150,0.775823495,1,5,180,27.61241215,62,0.655780752,4,56,10.52208254,1.656871457,66,30.58454685,24,22.0002218,11,1.163162119,,53,25,14.02009165,0,47.81555977,1.446540644,57.07119328,2,1,86,9.218120533,1,11,3,12,11,25,56.91862415,  ,  ,  ,  
5735,C5736,公司18,3272481,3,51,7.129951732,80,0.04911045,1,15,56,21.49993462,47,0.056076323,5,28,6.481809383,31.36553663,87,28.02136839,7,61.02045009,10,14.96772617,,61,24,13.67003444,0,28.36768195,8.069894356,40.29584356,3,1,27,10.97517004,1,11,3,8,14,88,11.14135479,  ,  ,  ,  
5736,C5737,公司14,1979649,12,46,29.01737611,161,0.668164802,1,7,154,0.326571128,42,0.24082462,7,64,0.584941997,1.175281414,95,6.165023485,31,16.80233728,8,8.386730647,,23,33,1.036729612,0,65.49277168,2.338780828,66.58976698,1,1,37,17.86886032,1,12,4,12,82,77,52.68758513,J0160,  ,  ,  
5737,C5738,公司11,1221025,11,32,21.3215448,77,0.658542978,1,1,,19.74154055,68,0.467899922,2,22,17.78403137,7.457392964,91,6.925800388,94,32.21308092,17,16.434571,,43,70,11.86100759,0,63.74203087,4.89325488,63.61736231,5,1,43,11.17897788,1,9,7,3,63,4,31.04152197,  ,  ,  ,  
5738,C5739,公司10,1010025,6,34,22.05485125,42,0.432697684,1,2,140,12.47898801,25,0.53321698,4,33,3.143657521,28.85285273,90,20.06875581,19,30.81091885,7,15.73554215,,11,36,15.58966058,0,5.965701168,4.877161377,16.21047279,5,1,36,8.025368145,1,2,1,7,37,81,51.4046411,J0067,  ,  ,  
5739,C5740,公司16,2585664,7,68,28.59896706,87,0.169664074,1,8,174,22.2787492,11,0.725293567,4,14,16.06077116,2.463203369,31,26.67416951,6,18.66038959,8,8.900357322,,94,46,5.141925506,0,35.97526201,14.35587581,7.962225623,1,1,58,10.93874302,1,10,7,1,57,88,16.13887581,  ,  ,  ,  
5740,C5741,公司20,4040100,,65,21.77779828,29,0.873583262,1,13,148,4.284868454,3,0.672882154,1,69,15.71193289,25.59408994,78,18.93328793,21,58.91592929,17,15.82814267,,47,33,12.52495935,0,11.78816343,9.543130211,33.98934556,5,1,46,2.297247153,1,2,3,5,54,33,79.24200388,  ,  ,  ,  
5741,C5742,公司8,646416,3,34,32.03713962,94,0.161380334,1,10,155,15.00399521,68,0.081332517,9,66,7.899142259,7.443614237,45,22.18149106,24,51.92125398,18,12.29629009,,4,51,8.232662776,0,53.8861424,2.929287535,27.01154982,3,1,67,6.400720815,1,,7,3,85,81,75.15646769,  ,  ,  ,  
5742,C5743,公司7,494209,2,35,29.63632902,49,0.542123457,1,6,59,23.5531809,22,0.151591654,9,23,18.9751525,13.54439028,7,19.15941668,39,28.35749113,2,14.34584394,,90,4,3.265167032,0,10.44800248,1.410753372,50.04387352,1,1,26,15.76791672,1,12,1,5,5,87,31.88785585,  ,  ,  ,  
5743,C5744,公司12,1454436,7,22,16.07160441,55,0.831814709,1,13,121,23.0164394,19,0.657421158,1,68,10.49685261,17.20794959,66,4.65958253,52,83.97744974,1,13.45893864,,52,21,15.69210112,0,58.37662197,7.899207145,1.28422032,4,1,95,7.807491759,1,9,5,1,70,72,82.87725796,  ,  ,  ,  
5744,C5745,公司13,1705636,7,61,19.10624702,81,0.741658332,1,4,8,23.60493714,5,0.759979139,10,2,12.31252385,32.88566555,7,16.94261252,69,38.90019444,2,17.27593847,,11,41,13.3370487,0,84.4421594,13.9975546,62.39579292,5,1,23,5.599771292,1,10,7,6,7,4,33.67845235,  ,  ,  ,  
5745,C5746,公司17,2917264,11,43,33.91211759,136,0.010954951,1,1,183,24.72207681,33,0.428549208,9,67,5.66121606,4.040711912,81,2.909067351,38,42.36674317,7,12.73160501,,73,59,0.307725253,0,23.55549371,13.9660382,10.10320075,4,1,57,2.491096818,1,8,7,9,75,43,9.763127538,J0094,  ,  ,  
5746,C5747,公司20,4040100,2,2,4.767360346,168,0.40005708,1,12,158,17.63205189,59,0.198318695,4,8,4.496644086,4.362685539,93,2.48939491,60,83.17832139,11,7.505902111,,60,52,4.684762976,0,38.59704778,14.66245957,81.60466428,3,1,15,15.24902705,1,12,4,5,80,39,44.11938482,J0114,J0058,J0096,J0131
5747,C5748,公司13,1705636,9,44,23.91878113,64,0.848606024,1,4,159,19.32983519,47,0.748592694,11,47,18.94529238,24.27178851,72,13.02271244,53,48.71032818,1,2.661142771,,21,19,9.448039442,0,29.56443919,3.008322079,72.26285708,5,1,47,9.599282273,1,10,6,9,60,3,85.41456324,J0154,  ,  ,  
5748,C5749,公司18,3272481,8,2,18.52749693,53,0.264338054,1,3,137,0.297297204,38,0.313844402,10,19,17.71253527,28.46668004,76,20.1173754,66,47.71596725,6,12.93096093,,91,55,5.382134749,0,46.5310897,9.094036277,85.36133003,1,1,90,16.99466414,1,1,7,1,46,11,45.98709239,J0024,J0165,  ,  
5749,C5750,公司16,2585664,10,23,31.06382541,157,0.129236091,1,5,134,13.01158365,27,0.471070751,10,45,7.748702123,27.88518659,26,26.52324166,87,13.4537742,12,0.132770076,,19,51,9.750600959,0,12.41393886,18.41875055,68.34140378,3,1,8,8.534241601,1,3,2,9,54,46,38.54899029,J0051,J0008,  ,  
5750,C5751,公司11,1221025,3,54,29.07255146,105,0.097069101,1,13,91,23.35290949,53,0.67359739,8,38,17.09672111,24.02299613,88,28.31696071,45,17.74261557,1,19.48298083,,3,50,16.19543499,0,89.71972492,7.796207605,71.79103011,3,1,19,12.69669463,1,5,2,1,76,40,30.33101547,J0193,  ,  ,  
5751,C5752,公司6,363609,6,42,26.84670195,121,0.20117985,1,7,204,27.35681911,18,0.935518291,2,6,12.23344701,17.44631298,52,5.911081352,15,86.56122903,2,17.26459203,,75,71,19.243156,0,34.57970321,12.17403011,25.83005795,4,1,15,11.81336261,1,5,4,2,28,90,81.0718757,J0047,J0158,  ,  
5752,C5753,公司20,4040100,3,62,9.561491076,44,0.586125453,1,8,31,17.07009786,20,0.137132362,1,32,6.204226178,19.71568142,20,14.94840022,27,91.23980709,13,8.80849481,,40,69,16.62334347,0,44.76448199,3.435945287,29.89045524,4,1,93,10.40672463,1,5,6,4,86,65,43.43714843,J0114,J0055,J0186,J0182
5753,C5754,公司15,2271049,11,42,14.27140418,7,0.919269115,1,13,78,25.06144711,25,0.888631971,6,48,1.308151163,32.67626225,54,18.77215594,8,69.04491361,12,17.93782713,,65,6,2.489177431,0,79.52351302,17.27985021,26.30115766,1,1,28,3.788530497,1,10,3,5,18,85,16.16493776,  ,  ,  ,  
5754,C5755,公司12,1454436,2,54,13.06136842,163,0.605616404,1,15,173,20.75939868,18,0.349227039,6,8,6.105799084,7.690165112,54,23.74713169,69,88.01766945,7,19.20206057,,28,4,12.3135042,0,37.14418809,15.74530792,4.962247243,5,1,60,13.40211042,1,10,7,1,31,83,6.646327321,  ,  ,  ,  
5755,C5756,公司17,2917264,1,29,5.548874713,135,0.24698526,1,11,153,21.83403537,28,0.690354151,2,48,2.601228056,33.74887172,69,3.964260949,53,80.34866455,10,19.72543396,,53,69,15.14852961,0,16.69868261,4.871440072,41.19838454,5,1,52,6.173528875,1,1,,6,95,17,38.72796401,  ,  ,  ,  
5756,C5757,公司10,1010025,11,12,0.900431488,200,0.416695408,1,8,136,19.77451925,3,0.887526733,9,8,14.59404182,23.41511697,28,26.32037256,83,6.068951753,3,19.68187095,,67,63,8.867429893,0,63.76564667,18.77660747,35.94546885,2,1,66,3.550387275,1,9,2,10,63,,76.22667184,  ,  ,  ,  
5757,C5758,公司14,1979649,6,65,24.23474686,133,0.10061439,1,18,41,25.32677941,47,0.002355033,4,65,10.96301213,1.435718603,46,11.40800182,61,89.67175632,13,6.48852577,,63,65,17.14272648,0,8.02793819,3.19675475,70.09191707,3,1,27,18.4739742,1,11,3,6,25,88,68.50922187,  ,  ,  ,  
5758,C5759,公司18,3272481,7,2,24.58455784,152,0.557943291,1,18,59,28.38503526,53,0.192880071,1,47,15.82234805,22.90101696,5,29.59998166,74,61.34432368,14,2.201316067,,95,54,16.40841029,0,86.33947897,4.238666996,55.35951884,4,1,4,5.959331458,1,9,2,5,45,63,64.80671758,  ,  ,  ,  
5759,C5760,公司17,2917264,2,23,20.30186973,56,0.400148187,1,17,149,13.64908983,30,0.115907499,8,34,19.61919536,8.813491464,93,29.15807476,63,14.83757405,1,5.565016661,,21,51,19.28760023,0,69.57738804,6.077477812,16.83210695,3,1,49,15.70031144,1,8,7,2,36,76,82.91027272,J0144,  ,  ,  
5760,C5761,公司14,1979649,5,11,13.01342874,85,0.012954152,1,13,176,19.49887183,34,0.475822748,4,6,14.78167088,16.63583177,32,17.50804202,32,51.20594045,17,3.556705308,,25,40,1.574919084,0,14.40673105,9.027674241,49.35127353,1,1,88,2.997506182,1,9,4,6,67,64,12.01673638,J0066,  ,  ,  
5761,C5762,公司9,817216,8,48,5.198532868,183,0.323633494,1,14,2,15.15575851,9,0.338878806,2,71,3.63745684,14.36261405,14,32.63504803,38,2.290906844,13,14.8312649,,19,71,12.03821813,0,39.49230242,6.988119817,17.41500611,2,1,47,8.771394787,1,9,6,3,19,38,15.79806187,  ,  ,  ,  
5762,C5763,公司6,363609,10,66,22.19928194,2,0.398397855,1,7,168,19.65183879,54,0.915654911,11,43,18.88053247,23.47952997,48,9.98418943,84,85.64974224,6,7.569145527,,20,6,12.09015103,0,62.10042264,18.85864114,68.21770994,2,1,49,17.20177718,1,1,3,7,25,61,36.38820373,J0167,  ,  ,  
5763,C5764,公司13,1705636,4,29,17.67931847,140,0.279599658,1,9,11,30.50225193,47,0.46690394,8,57,16.51613402,8.160558053,4,33.3866099,9,31.18217728,11,8.32155287,,10,49,0.580188276,0,43.968368,10.48635323,47.91381353,2,1,47,19.2651022,1,12,7,7,32,21,48.75912933,J0083,  ,  ,  
5764,C5765,公司13,1705636,12,65,23.27652003,149,0.010510155,1,15,154,6.577789571,48,0.17357206,6,60,9.245352582,29.15910394,54,14.27167301,37,84.54810373,7,5.711642691,,85,21,9.496375204,0,61.66020719,10.71091647,65.76105091,2,1,74,2.814476205,1,9,6,1,96,42,57.23758164,  ,  ,  ,  
5765,C5766,公司8,646416,10,2,26.10087543,111,0.130574587,1,15,105,4.102773971,20,0.675431699,12,28,15.86642935,11.22678962,42,18.36581976,15,16.56998725,6,5.93952564,,28,19,14.18691201,0,43.76017353,17.27644503,80.43158988,2,1,76,9.44510039,1,8,,2,71,46,62.33719964,  ,  ,  ,  
5766,C5767,公司1,10000,12,60,8.607306577,92,0.102264925,1,9,175,22.20492792,35,0.265986085,2,18,11.69658359,17.23564855,85,29.10971427,65,61.10750637,14,4.827851658,,77,50,5.207151893,0,36.32724297,13.99202823,60.4722407,3,1,46,15.2071066,1,10,4,10,28,40,44.90606612,J0118,  ,  ,  
5767,C5768,公司1,10000,4,15,12.77340872,38,0.935778455,1,15,176,17.58379165,31,0.522857957,6,6,10.29136058,1.010352066,2,18.00491523,21,6.242885878,5,11.14834693,,27,9,2.762721385,0,37.10734731,5.47216824,86.80905012,1,1,31,16.83817796,1,2,1,3,60,45,47.24086876,  ,  ,  ,  
5768,C5769,公司19,3644281,1,54,6.68042869,120,0.390245132,1,16,101,6.803840188,34,0.060854346,2,22,14.45615492,20.11128539,74,15.1107813,82,4.911936797,17,18.29337985,,17,54,1.246581766,0,17.5000075,12.65120329,39.87030406,2,1,19,6.136912666,1,12,6,7,49,80,84.13579379,J0044,  ,  ,  
5769,C5770,公司19,3644281,7,29,27.8512672,79,0.595854796,1,17,59,20.54880291,46,0.252433659,5,,14.76570584,33.64320105,58,23.64931149,38,42.79779674,10,3.348915765,,27,14,14.36894758,0,75.18156519,0.508038585,66.55171518,4,1,74,0.126393698,1,3,6,8,54,7,88.29769585,  ,  ,  ,  
5770,C5771,公司11,1221025,10,64,24.55736095,106,-999999999,1,1,196,20.188162,33,0.630512251,12,71,13.2036903,4.871908858,56,28.9173191,74,3.114469685,3,,,43,56,5.796061774,0,32.41236848,3.641330747,58.78974333,3,1,59,6.215943761,1,7,7,12,88,10,38.58047707,  ,  ,  ,  
5771,C5772,公司10,1010025,4,57,11.41339487,65,0.794280717,1,4,26,13.39589104,3,0.209394325,10,6,7.297702404,22.82588064,48,17.48230528,75,50.87198978,-999999999,12.79142339,,42,30,5.440069055,0,0.834539781,0.261419013,48.43182013,1,1,47,14.5939145,1,1,3,5,62,69,60.15252675,  ,  ,  ,  
